0.0	0.9991473878973766
0.01	0.9984638592284434
0.02	0.9975809516619152
0.03	0.9964990183490463
0.04	0.9952184920487366
0.05	0.9937398849544324
0.06	0.9920637884892572
0.07	0.9901908730694493
0.08	0.9881218878362049
0.09	0.985857660356031
0.1	0.9833990962897304
0.11	0.9807471790301494
0.12	0.9779029693088331
0.13	0.9748676047717482
0.14	0.9716422995242378
0.15	0.9682283436453982
0.16	0.9646271026720616
0.17	0.9608400170526017
0.18	0.9568686015707724
0.19	0.9527144447398148
0.2	0.9483792081670734
0.21	0.943864625889375
0.22	0.9391725036794369
0.23	0.9343047183235824
0.24	0.9292632168710508
0.25	0.9240500158552041
0.26	0.9186672004869401
0.27	0.913116923820636
0.28	0.9074014058929561
0.29	0.9015229328348653
0.3	0.8954838559572083
0.31	0.8892865908102161
0.32	0.8829336162173185
0.33	0.8764274732836475
0.34	0.8697707643796291
0.35	0.86296615210007
0.36	0.8560163581991551
0.37	0.8489241625017817
0.38	0.8416924017916682
0.39	0.8343239686766755
0.4	0.8268218104318059
0.41	0.8191889278203295
0.42	0.8114283738935207
0.43	0.8035432527694772
0.44	0.7955367183915156
0.45	0.7874119732666343
0.46	0.779172267184555
0.47	0.7708208959178489
0.48	0.7623611999036732
0.49	0.7537965629076386
0.5	0.7451304106703497
0.51	0.7363662095371546
0.52	0.7275074650716523
0.53	0.7185577206535139
0.54	0.7095205560611778
0.55	0.7003995860399873
0.56	0.6911984588563401
0.57	0.6819208548384292
0.58	0.6725704849041616
0.59	0.6631510890768417
0.6	0.6536664349892096
0.61	0.6441203163764408
0.62	0.6345165515586995
0.63	0.6248589819138652
0.64	0.6151514703410293
0.65	0.6053978997153898
0.66	0.5956021713351504
0.67	0.5857682033610558
0.68	0.5758999292491773
0.69	0.5660012961775851
0.7	0.5560762634675275
0.71	0.5461288009997558
0.72	0.5361628876266268
0.73	0.526182509580613
0.74	0.5161916588798624
0.75	0.5061943317314452
0.76	0.4961945269329256
0.77	0.48619624427289426
0.78	0.4762034829311061
0.79	0.4662202398788624
0.8	0.45625050828027636
0.81	0.4462982758950599
0.82	0.4363675234834719
0.83	0.42646222321406846
0.84	0.4165863370748891
0.85	0.4067438152887121
